Year,State,District,Style,Product Category,Sale Order Qty,Delivered Qty
FY 25-26,TAMIL NADU,THOOTHUKUDI,IN02,FG-SLIP,12,10
FY 25-26,TAMIL NADU,THOOTHUKUDI,IN05,FG-BRA,492,486
FY 25-26,TAMIL NADU,THOOTHUKUDI,IN07,FG-SLIP,450,383
FY 25-26,TAMIL NADU,THOOTHUKUDI,IN08,FG-SLIP,385,327
FY 25-26,TAMIL NADU,THOOTHUKUDI,IN11,FG-SLIP,69,27
FY 25-26,TAMIL NADU,THOOTHUKUDI,IN15,FG-SLIP,671,525
FY 25-26,TAMIL NADU,THOOTHUKUDI,IN16,FG-SLIP,9,9
FY 25-26,TAMIL NADU,THOOTHUKUDI,IN21,FG-BRA,262,258
FY 25-26,TAMIL NADU,THOOTHUKUDI,IN27,FG-BRA,59,58
FY 25-26,TAMIL NADU,THOOTHUKUDI,IN29,FG-BRA,3349,3349
FY 25-26,TAMIL NADU,THOOTHUKUDI,KRKR,FG-BRA,18,18
FY 25-26,TAMIL NADU,THOOTHUKUDI,LOVE,FG-BRA,1028,991
FY 25-26,TAMIL NADU,THOOTHUKUDI,LVHK,FG-BRA,150,146
FY 25-26,TAMIL NADU,THOOTHUKUDI,NGSL,FG-SLIP,79,65
FY 25-26,TAMIL NADU,THOOTHUKUDI,NHPB,FG-BRA,173,148
FY 25-26,TAMIL NADU,THOOTHUKUDI,NORA,FG-BRA,42,42
FY 25-26,TAMIL NADU,THOOTHUKUDI,NRPB,FG-BRA,2252,1971
FY 25-26,TAMIL NADU,THOOTHUKUDI,NTHK,FG-BRA,787,784
FY 25-26,TAMIL NADU,THOOTHUKUDI,NTRL,FG-BRA,3337,3237
FY 25-26,TAMIL NADU,THOOTHUKUDI,OECDPL,FG-PANTIES,192,140
FY 25-26,TAMIL NADU,THOOTHUKUDI,OECDPR,FG-PANTIES,236,180
FY 25-26,TAMIL NADU,THOOTHUKUDI,PRTI,FG-BRA,1797,1797
FY 25-26,TAMIL NADU,THOOTHUKUDI,SW02,FG-PETTICOAT,10,7
FY 25-26,TAMIL NADU,THOOTHUKUDI,SW03,FG-PETTICOAT,68,56
FY 25-26,TAMIL NADU,THOOTHUKUDI,TEEN,FG-BRA,6,6
FY 25-26,TAMIL NADU,THOOTHUKUDI,TRND,FG-BRA,1246,1129
FY 25-26,TAMIL NADU,THOOTHUKUDI,UC02,FG-BRA,104,86
FY 25-26,TAMIL NADU,THOOTHUKUDI,UC05,FG-BRA,36,27
FY 25-26,TAMIL NADU,THOOTHUKUDI,UC07,FG-BRA,54,54
FY 25-26,TAMIL NADU,THOOTHUKUDI,UC09,FG-BRA,463,414
FY 25-26,TAMIL NADU,THOOTHUKUDI,VNH2,FG-BRA,30,0
FY 25-26,TAMIL NADU,TIRUCHIRAPPALLI,3NSL,FG-SLIP,368,271
FY 25-26,TAMIL NADU,TIRUCHIRAPPALLI,BB01,FG-BRA,1705,1684
FY 25-26,TAMIL NADU,TIRUCHIRAPPALLI,BL01,FG-BRA,12,9
FY 25-26,TAMIL NADU,TIRUCHIRAPPALLI,BS01,FG-SHORTS,16,16
FY 25-26,TAMIL NADU,TIRUCHIRAPPALLI,BUTI,FG-BRA,326,316
FY 25-26,TAMIL NADU,TIRUCHIRAPPALLI,CA01,FG-BRA,3685,3447
FY 25-26,TAMIL NADU,TIRUCHIRAPPALLI,CA05,FG-BRA,592,587
FY 25-26,TAMIL NADU,TIRUCHIRAPPALLI,CA09,FG-BRA,5,4
FY 25-26,TAMIL NADU,TIRUCHIRAPPALLI,CA11,FG-BRA,2,2
FY 25-26,TAMIL NADU,TIRUCHIRAPPALLI,CA12,FG-BRA,413,410
FY 25-26,TAMIL NADU,TIRUCHIRAPPALLI,CA15,FG-BRA,426,423
FY 25-26,TAMIL NADU,TIRUCHIRAPPALLI,CB02,FG-BRA,6,6
FY 25-26,TAMIL NADU,TIRUCHIRAPPALLI,CHRM,FG-BRA,292,292
FY 25-26,TAMIL NADU,TIRUCHIRAPPALLI,CMFT,FG-BRA,492,492
FY 25-26,TAMIL NADU,TIRUCHIRAPPALLI,CNDI,FG-BRA,1729,1697
FY 25-26,TAMIL NADU,TIRUCHIRAPPALLI,CRSS,FG-BRA,6023,5982
FY 25-26,TAMIL NADU,TIRUCHIRAPPALLI,CYLS,FG-SHORTS,253,170
FY 25-26,TAMIL NADU,TIRUCHIRAPPALLI,DEFC,FG-BRA,246,235
FY 25-26,TAMIL NADU,TIRUCHIRAPPALLI,DEFM,FG-BRA,1067,794
FY 25-26,TAMIL NADU,TIRUCHIRAPPALLI,DEFT,FG-BRA,855,601
FY 25-26,TAMIL NADU,TIRUCHIRAPPALLI,DL01,FG-SHORTS,54,51
FY 25-26,TAMIL NADU,TIRUCHIRAPPALLI,EC05,FG-BRA,754,748
FY 25-26,TAMIL NADU,TIRUCHIRAPPALLI,EC06,FG-BRA,500,474
FY 25-26,TAMIL NADU,TIRUCHIRAPPALLI,EC07,FG-BRA,580,531
FY 25-26,TAMIL NADU,TIRUCHIRAPPALLI,EC09,FG-BRA,134,53
FY 25-26,TAMIL NADU,TIRUCHIRAPPALLI,EFRT,FG-BRA,735,703
FY 25-26,TAMIL NADU,TIRUCHIRAPPALLI,ER16,FG-BRA,372,331
FY 25-26,TAMIL NADU,TIRUCHIRAPPALLI,ERCA,FG-BRA,132,132
FY 25-26,TAMIL NADU,TIRUCHIRAPPALLI,ES02,FG-BRA,7519,6020
FY 25-26,TAMIL NADU,TIRUCHIRAPPALLI,ES06,FG-BRA,4612,4612
FY 25-26,TAMIL NADU,TIRUCHIRAPPALLI,ES18,FG-BRA,36,36
FY 25-26,TAMIL NADU,TIRUCHIRAPPALLI,ES21,FG-BRA,1252,1236
FY 25-26,TAMIL NADU,TIRUCHIRAPPALLI,ES2W,FG-BRA,198,184
FY 25-26,TAMIL NADU,TIRUCHIRAPPALLI,F909,FG-BRA,1331,1283
FY 25-26,TAMIL NADU,TIRUCHIRAPPALLI,FB10,FG-BRA,30,23
FY 25-26,TAMIL NADU,TIRUCHIRAPPALLI,FLFG,FG-BRA,1097,1096
FY 25-26,TAMIL NADU,TIRUCHIRAPPALLI,FRFL,FG-BRA,36,30
FY 25-26,TAMIL NADU,TIRUCHIRAPPALLI,FRTH,FG-BRA,214,211
FY 25-26,TAMIL NADU,TIRUCHIRAPPALLI,GLRI,FG-BRA,785,776
FY 25-26,TAMIL NADU,TIRUCHIRAPPALLI,IECDPL,FG-PANTIES,1658,1454
FY 25-26,TAMIL NADU,TIRUCHIRAPPALLI,IECDPR,FG-PANTIES,1850,1738
FY 25-26,TAMIL NADU,TIRUCHIRAPPALLI,IELYPS,FG-PANTIES,188,168
FY 25-26,TAMIL NADU,TIRUCHIRAPPALLI,IN01,FG-BRA,1094,1088
FY 25-26,TAMIL NADU,TIRUCHIRAPPALLI,IN01,FG-SLIP,12,12
FY 25-26,TAMIL NADU,TIRUCHIRAPPALLI,IN05,FG-BRA,787,787
FY 25-26,TAMIL NADU,TIRUCHIRAPPALLI,IN07,FG-SLIP,557,449
FY 25-26,TAMIL NADU,TIRUCHIRAPPALLI,IN08,FG-SLIP,759,633
FY 25-26,TAMIL NADU,TIRUCHIRAPPALLI,IN09,FG-SLIP,121,108
FY 25-26,TAMIL NADU,TIRUCHIRAPPALLI,IN11,FG-SLIP,124,60
FY 25-26,TAMIL NADU,TIRUCHIRAPPALLI,IN15,FG-SLIP,446,387
FY 25-26,TAMIL NADU,TIRUCHIRAPPALLI,IN21,FG-BRA,380,369
FY 25-26,TAMIL NADU,TIRUCHIRAPPALLI,IN22,FG-SLIP,139,47
FY 25-26,TAMIL NADU,TIRUCHIRAPPALLI,IN27,FG-BRA,97,94
FY 25-26,TAMIL NADU,TIRUCHIRAPPALLI,IN29,FG-BRA,3262,3259
FY 25-26,TAMIL NADU,TIRUCHIRAPPALLI,KRKR,FG-BRA,805,800
FY 25-26,TAMIL NADU,TIRUCHIRAPPALLI,LOVE,FG-BRA,1784,1784
FY 25-26,TAMIL NADU,TIRUCHIRAPPALLI,NGSL,FG-SLIP,336,270
FY 25-26,TAMIL NADU,TIRUCHIRAPPALLI,NHPB,FG-BRA,364,247
FY 25-26,TAMIL NADU,TIRUCHIRAPPALLI,NRPB,FG-BRA,1893,1594
FY 25-26,TAMIL NADU,TIRUCHIRAPPALLI,NTHK,FG-BRA,500,494
FY 25-26,TAMIL NADU,TIRUCHIRAPPALLI,NTRL,FG-BRA,3011,2999
FY 25-26,TAMIL NADU,TIRUCHIRAPPALLI,OECDPL,FG-PANTIES,1213,1187
FY 25-26,TAMIL NADU,TIRUCHIRAPPALLI,OECDPR,FG-PANTIES,1149,1064
FY 25-26,TAMIL NADU,TIRUCHIRAPPALLI,PRTI,FG-BRA,748,748
FY 25-26,TAMIL NADU,TIRUCHIRAPPALLI,SW02,FG-PETTICOAT,5,1
FY 25-26,TAMIL NADU,TIRUCHIRAPPALLI,TEEN,FG-BRA,316,308
FY 25-26,TAMIL NADU,TIRUCHIRAPPALLI,TRND,FG-BRA,944,889
FY 25-26,TAMIL NADU,TIRUCHIRAPPALLI,UC02,FG-BRA,155,140
FY 25-26,TAMIL NADU,TIRUCHIRAPPALLI,UC05,FG-BRA,54,29
FY 25-26,TAMIL NADU,TIRUCHIRAPPALLI,UC07,FG-BRA,6,6
FY 25-26,TAMIL NADU,TIRUCHIRAPPALLI,UC09,FG-BRA,1087,961
FY 25-26,TAMIL NADU,TIRUNELVELI,BB01,FG-BRA,6,6
FY 25-26,TAMIL NADU,TIRUNELVELI,BS01,FG-SHORTS,50,42
FY 25-26,TAMIL NADU,TIRUNELVELI,BUTI,FG-BRA,12,12
FY 25-26,TAMIL NADU,TIRUNELVELI,CA01,FG-BRA,506,483
FY 25-26,TAMIL NADU,TIRUNELVELI,CA05,FG-BRA,83,82
FY 25-26,TAMIL NADU,TIRUNELVELI,CA09,FG-BRA,2,1
FY 25-26,TAMIL NADU,TIRUNELVELI,CA12,FG-BRA,57,57
FY 25-26,TAMIL NADU,TIRUNELVELI,CA15,FG-BRA,282,282
FY 25-26,TAMIL NADU,TIRUNELVELI,CMFT,FG-BRA,63,63
FY 25-26,TAMIL NADU,TIRUNELVELI,CNDI,FG-BRA,418,415
FY 25-26,TAMIL NADU,TIRUNELVELI,CRSS,FG-BRA,7094,7038
FY 25-26,TAMIL NADU,TIRUNELVELI,CYLS,FG-SHORTS,114,86
FY 25-26,TAMIL NADU,TIRUNELVELI,DEFC,FG-BRA,448,439
FY 25-26,TAMIL NADU,TIRUNELVELI,DEFM,FG-BRA,40,36
FY 25-26,TAMIL NADU,TIRUNELVELI,DEFT,FG-BRA,158,154
FY 25-26,TAMIL NADU,TIRUNELVELI,DL01,FG-SHORTS,16,16
FY 25-26,TAMIL NADU,TIRUNELVELI,E_SB,FG-BRA,144,69
FY 25-26,TAMIL NADU,TIRUNELVELI,EC05,FG-BRA,336,333
FY 25-26,TAMIL NADU,TIRUNELVELI,EC06,FG-BRA,467,422
FY 25-26,TAMIL NADU,TIRUNELVELI,EC07,FG-BRA,88,78
FY 25-26,TAMIL NADU,TIRUNELVELI,EEVI,FG-BRA,18,18
FY 25-26,TAMIL NADU,TIRUNELVELI,EFRT,FG-BRA,393,385
FY 25-26,TAMIL NADU,TIRUNELVELI,ERCA,FG-BRA,60,60
FY 25-26,TAMIL NADU,TIRUNELVELI,ES02,FG-BRA,3047,2586
FY 25-26,TAMIL NADU,TIRUNELVELI,ES06,FG-BRA,2217,2217
FY 25-26,TAMIL NADU,TIRUNELVELI,ES21,FG-BRA,364,352
FY 25-26,TAMIL NADU,TIRUNELVELI,ES2W,FG-BRA,207,195
FY 25-26,TAMIL NADU,TIRUNELVELI,F909,FG-BRA,220,209
FY 25-26,TAMIL NADU,TIRUNELVELI,FB07,FG-BRA,5,5
FY 25-26,TAMIL NADU,TIRUNELVELI,FB10,FG-BRA,60,56
FY 25-26,TAMIL NADU,TIRUNELVELI,FLFG,FG-BRA,852,837
FY 25-26,TAMIL NADU,TIRUNELVELI,FRTH,FG-BRA,2117,2117
FY 25-26,TAMIL NADU,TIRUNELVELI,GLRI,FG-BRA,60,58
FY 25-26,TAMIL NADU,TIRUNELVELI,IECDPL,FG-PANTIES,465,374
FY 25-26,TAMIL NADU,TIRUNELVELI,IECDPR,FG-PANTIES,947,785
FY 25-26,TAMIL NADU,TIRUNELVELI,IELYPS,FG-PANTIES,143,142
FY 25-26,TAMIL NADU,TIRUNELVELI,IN01,FG-BRA,1840,1816
FY 25-26,TAMIL NADU,TIRUNELVELI,IN01,FG-SLIP,68,60
FY 25-26,TAMIL NADU,TIRUNELVELI,IN02,FG-SLIP,70,60
FY 25-26,TAMIL NADU,TIRUNELVELI,IN05,FG-BRA,196,196
FY 25-26,TAMIL NADU,TIRUNELVELI,IN07,FG-SLIP,274,245
FY 25-26,TAMIL NADU,TIRUNELVELI,IN08,FG-SLIP,270,239
FY 25-26,TAMIL NADU,TIRUNELVELI,IN11,FG-SLIP,54,20
FY 25-26,TAMIL NADU,TIRUNELVELI,IN21,FG-BRA,43,43
FY 25-26,TAMIL NADU,TIRUNELVELI,IN29,FG-BRA,1204,1204
FY 25-26,TAMIL NADU,TIRUNELVELI,KRKR,FG-BRA,777,764
FY 25-26,TAMIL NADU,TIRUNELVELI,LL05,FG-BRA,9,5
FY 25-26,TAMIL NADU,TIRUNELVELI,LL06,FG-BRA,6,2
FY 25-26,TAMIL NADU,TIRUNELVELI,LOVE,FG-BRA,3185,3158
FY 25-26,TAMIL NADU,TIRUNELVELI,LVHK,FG-BRA,678,670
FY 25-26,TAMIL NADU,TIRUNELVELI,NGSL,FG-SLIP,100,75
FY 25-26,TAMIL NADU,TIRUNELVELI,NHPB,FG-BRA,652,462
FY 25-26,TAMIL NADU,TIRUNELVELI,NOVA,FG-BRA,34,28
FY 25-26,TAMIL NADU,TIRUNELVELI,NRPB,FG-BRA,2158,1829
FY 25-26,TAMIL NADU,TIRUNELVELI,NTHK,FG-BRA,1494,1464
FY 25-26,TAMIL NADU,TIRUNELVELI,NTRL,FG-BRA,1908,1900
FY 25-26,TAMIL NADU,TIRUNELVELI,OECDPL,FG-PANTIES,252,178
FY 25-26,TAMIL NADU,TIRUNELVELI,OECDPR,FG-PANTIES,204,98
FY 25-26,TAMIL NADU,TIRUNELVELI,PRTI,FG-BRA,192,192
FY 25-26,TAMIL NADU,TIRUNELVELI,SW02,FG-PETTICOAT,18,13
FY 25-26,TAMIL NADU,TIRUNELVELI,SW03,FG-PETTICOAT,3,3
FY 25-26,TAMIL NADU,TIRUNELVELI,TEEN,FG-BRA,573,559
FY 25-26,TAMIL NADU,TIRUNELVELI,TRND,FG-BRA,628,550
FY 25-26,TAMIL NADU,TIRUNELVELI,UC02,FG-BRA,18,16
FY 25-26,TAMIL NADU,TIRUNELVELI,UC09,FG-BRA,48,44
FY 25-26,TAMIL NADU,TIRUNELVELI,VNH2,FG-BRA,144,20
FY 25-26,TAMIL NADU,TIRUPATHUR,3NSL,FG-SLIP,6,5
FY 25-26,TAMIL NADU,TIRUPATHUR,BB01,FG-BRA,86,86
FY 25-26,TAMIL NADU,TIRUPATHUR,BEPR,FG-INFANTS,1,1
FY 25-26,TAMIL NADU,TIRUPATHUR,BS01,FG-SHORTS,6,6
FY 25-26,TAMIL NADU,TIRUPATHUR,BUTI,FG-BRA,83,73
FY 25-26,TAMIL NADU,TIRUPATHUR,CA01,FG-BRA,198,195
FY 25-26,TAMIL NADU,TIRUPATHUR,CA05,FG-BRA,51,51
FY 25-26,TAMIL NADU,TIRUPATHUR,CA12,FG-BRA,185,182
FY 25-26,TAMIL NADU,TIRUPATHUR,CA15,FG-BRA,29,29
FY 25-26,TAMIL NADU,TIRUPATHUR,CHRM,FG-BRA,225,225
FY 25-26,TAMIL NADU,TIRUPATHUR,CMFT,FG-BRA,210,210
FY 25-26,TAMIL NADU,TIRUPATHUR,CNDI,FG-BRA,699,679
FY 25-26,TAMIL NADU,TIRUPATHUR,CRSS,FG-BRA,347,339
FY 25-26,TAMIL NADU,TIRUPATHUR,DEFF,FG-BRA,1,1
FY 25-26,TAMIL NADU,TIRUPATHUR,DEFM,FG-BRA,206,171
FY 25-26,TAMIL NADU,TIRUPATHUR,DEFT,FG-BRA,174,142
FY 25-26,TAMIL NADU,TIRUPATHUR,DL01,FG-SHORTS,10,10
FY 25-26,TAMIL NADU,TIRUPATHUR,EC05,FG-BRA,73,73
FY 25-26,TAMIL NADU,TIRUPATHUR,EC06,FG-BRA,163,151
FY 25-26,TAMIL NADU,TIRUPATHUR,EC07,FG-BRA,24,24
FY 25-26,TAMIL NADU,TIRUPATHUR,ERCA,FG-BRA,30,30
FY 25-26,TAMIL NADU,TIRUPATHUR,ES02,FG-BRA,933,684
FY 25-26,TAMIL NADU,TIRUPATHUR,ES06,FG-BRA,780,778
FY 25-26,TAMIL NADU,TIRUPATHUR,ES21,FG-BRA,257,252
FY 25-26,TAMIL NADU,TIRUPATHUR,F909,FG-BRA,32,29
FY 25-26,TAMIL NADU,TIRUPATHUR,FB07,FG-BRA,3,3
FY 25-26,TAMIL NADU,TIRUPATHUR,FB10,FG-BRA,2,2
FY 25-26,TAMIL NADU,TIRUPATHUR,FLFG,FG-BRA,2,2
FY 25-26,TAMIL NADU,TIRUPATHUR,FRFL,FG-BRA,10,10
FY 25-26,TAMIL NADU,TIRUPATHUR,FRTH,FG-BRA,12,12
FY 25-26,TAMIL NADU,TIRUPATHUR,GLRI,FG-BRA,132,132
FY 25-26,TAMIL NADU,TIRUPATHUR,IECDPL,FG-PANTIES,160,144
FY 25-26,TAMIL NADU,TIRUPATHUR,IECDPR,FG-PANTIES,408,328
FY 25-26,TAMIL NADU,TIRUPATHUR,IN01,FG-BRA,3,3
FY 25-26,TAMIL NADU,TIRUPATHUR,IN02,FG-SLIP,4,4
FY 25-26,TAMIL NADU,TIRUPATHUR,IN05,FG-BRA,195,195
FY 25-26,TAMIL NADU,TIRUPATHUR,IN08,FG-SLIP,95,63
FY 25-26,TAMIL NADU,TIRUPATHUR,IN15,FG-SLIP,198,165
FY 25-26,TAMIL NADU,TIRUPATHUR,IN21,FG-BRA,60,60
FY 25-26,TAMIL NADU,TIRUPATHUR,IN22,FG-SLIP,17,8
FY 25-26,TAMIL NADU,TIRUPATHUR,IN29,FG-BRA,394,394
FY 25-26,TAMIL NADU,TIRUPATHUR,KRKR,FG-BRA,198,197
FY 25-26,TAMIL NADU,TIRUPATHUR,LL06,FG-BRA,1,0
FY 25-26,TAMIL NADU,TIRUPATHUR,NGSL,FG-SLIP,15,14
FY 25-26,TAMIL NADU,TIRUPATHUR,NHPB,FG-BRA,12,8
FY 25-26,TAMIL NADU,TIRUPATHUR,NRPB,FG-BRA,72,48
FY 25-26,TAMIL NADU,TIRUPATHUR,NTHK,FG-BRA,2,2
FY 25-26,TAMIL NADU,TIRUPATHUR,NTRL,FG-BRA,20,19
FY 25-26,TAMIL NADU,TIRUPATHUR,OECDPL,FG-PANTIES,48,48
FY 25-26,TAMIL NADU,TIRUPATHUR,OECDPR,FG-PANTIES,142,70
FY 25-26,TAMIL NADU,TIRUPATHUR,PRTI,FG-BRA,153,153
FY 25-26,TAMIL NADU,TIRUPATHUR,SW02,FG-PETTICOAT,4,0
FY 25-26,TAMIL NADU,TIRUPATHUR,UC02,FG-BRA,22,20
FY 25-26,TAMIL NADU,TIRUPATHUR,UC09,FG-BRA,57,54
FY 25-26,TAMIL NADU,TIRUPPUR,3NSC,FG-SLIP,1,0
FY 25-26,TAMIL NADU,TIRUPPUR,3NSL,FG-SLIP,282,154
FY 25-26,TAMIL NADU,TIRUPPUR,BB01,FG-BRA,1046,1035
FY 25-26,TAMIL NADU,TIRUPPUR,BL01,FG-BRA,32,32
FY 25-26,TAMIL NADU,TIRUPPUR,BUTI,FG-BRA,35,31
FY 25-26,TAMIL NADU,TIRUPPUR,CA01,FG-BRA,4832,4811
FY 25-26,TAMIL NADU,TIRUPPUR,CA05,FG-BRA,1883,1878
FY 25-26,TAMIL NADU,TIRUPPUR,CA09,FG-BRA,5,1
FY 25-26,TAMIL NADU,TIRUPPUR,CA12,FG-BRA,898,887
FY 25-26,TAMIL NADU,TIRUPPUR,CA15,FG-BRA,732,726
FY 25-26,TAMIL NADU,TIRUPPUR,CHRM,FG-BRA,179,179
FY 25-26,TAMIL NADU,TIRUPPUR,CL01,FG-SLIP,299,206
FY 25-26,TAMIL NADU,TIRUPPUR,CLSI,FG-BRA,80,70
FY 25-26,TAMIL NADU,TIRUPPUR,CMFT,FG-BRA,1468,1453
FY 25-26,TAMIL NADU,TIRUPPUR,CNDI,FG-BRA,2843,2796
FY 25-26,TAMIL NADU,TIRUPPUR,CRSS,FG-BRA,4944,4930
FY 25-26,TAMIL NADU,TIRUPPUR,DEFC,FG-BRA,1183,1183
FY 25-26,TAMIL NADU,TIRUPPUR,DEFF,FG-BRA,2,2
FY 25-26,TAMIL NADU,TIRUPPUR,DEFM,FG-BRA,2108,1956
FY 25-26,TAMIL NADU,TIRUPPUR,DEFT,FG-BRA,320,278
FY 25-26,TAMIL NADU,TIRUPPUR,EC05,FG-BRA,624,618
FY 25-26,TAMIL NADU,TIRUPPUR,EC06,FG-BRA,1783,1779
FY 25-26,TAMIL NADU,TIRUPPUR,EC07,FG-BRA,858,857
FY 25-26,TAMIL NADU,TIRUPPUR,EEVI,FG-BRA,118,109
FY 25-26,TAMIL NADU,TIRUPPUR,EFRT,FG-BRA,62,61
FY 25-26,TAMIL NADU,TIRUPPUR,ER16,FG-BRA,13,11
FY 25-26,TAMIL NADU,TIRUPPUR,ERCA,FG-BRA,353,338
FY 25-26,TAMIL NADU,TIRUPPUR,ES02,FG-BRA,11353,10395
FY 25-26,TAMIL NADU,TIRUPPUR,ES06,FG-BRA,5911,5909
FY 25-26,TAMIL NADU,TIRUPPUR,ES11,FG-BRA,50,49
FY 25-26,TAMIL NADU,TIRUPPUR,ES18,FG-BRA,756,440
FY 25-26,TAMIL NADU,TIRUPPUR,ES21,FG-BRA,1491,1429
FY 25-26,TAMIL NADU,TIRUPPUR,ES2W,FG-BRA,137,119
FY 25-26,TAMIL NADU,TIRUPPUR,F909,FG-BRA,2652,2626
FY 25-26,TAMIL NADU,TIRUPPUR,FB07,FG-BRA,63,59
FY 25-26,TAMIL NADU,TIRUPPUR,FB10,FG-BRA,21,19
FY 25-26,TAMIL NADU,TIRUPPUR,FLFG,FG-BRA,1579,1477
FY 25-26,TAMIL NADU,TIRUPPUR,FRTH,FG-BRA,1460,1456
FY 25-26,TAMIL NADU,TIRUPPUR,GLRI,FG-BRA,1156,1147
FY 25-26,TAMIL NADU,TIRUPPUR,IECDPL,FG-PANTIES,2265,2000
FY 25-26,TAMIL NADU,TIRUPPUR,IECDPR,FG-PANTIES,3098,2822
FY 25-26,TAMIL NADU,TIRUPPUR,IELYPS,FG-PANTIES,64,64
FY 25-26,TAMIL NADU,TIRUPPUR,IN01,FG-BRA,1454,1454
FY 25-26,TAMIL NADU,TIRUPPUR,IN05,FG-BRA,1168,1168
FY 25-26,TAMIL NADU,TIRUPPUR,IN05,FG-SLIP,52,38
FY 25-26,TAMIL NADU,TIRUPPUR,IN07,FG-SLIP,529,505
FY 25-26,TAMIL NADU,TIRUPPUR,IN08,FG-SLIP,1124,1058
FY 25-26,TAMIL NADU,TIRUPPUR,IN11,FG-SLIP,55,39
FY 25-26,TAMIL NADU,TIRUPPUR,IN15,FG-SLIP,1250,1121
FY 25-26,TAMIL NADU,TIRUPPUR,IN21,FG-BRA,611,605
FY 25-26,TAMIL NADU,TIRUPPUR,IN22,FG-SLIP,15,12
FY 25-26,TAMIL NADU,TIRUPPUR,IN27,FG-BRA,719,719
FY 25-26,TAMIL NADU,TIRUPPUR,IN29,FG-BRA,4803,4803
FY 25-26,TAMIL NADU,TIRUPPUR,KRKR,FG-BRA,264,264
FY 25-26,TAMIL NADU,TIRUPPUR,LL06,FG-BRA,35,19
FY 25-26,TAMIL NADU,TIRUPPUR,LOVE,FG-BRA,2166,2164
FY 25-26,TAMIL NADU,TIRUPPUR,LVHK,FG-BRA,3,3
FY 25-26,TAMIL NADU,TIRUPPUR,NGSL,FG-SLIP,1267,1177
FY 25-26,TAMIL NADU,TIRUPPUR,NHPB,FG-BRA,861,845
FY 25-26,TAMIL NADU,TIRUPPUR,NOVA,FG-BRA,4,0
FY 25-26,TAMIL NADU,TIRUPPUR,NRPB,FG-BRA,383,360
FY 25-26,TAMIL NADU,TIRUPPUR,NTHK,FG-BRA,838,838
FY 25-26,TAMIL NADU,TIRUPPUR,NTRL,FG-BRA,2064,2058
FY 25-26,TAMIL NADU,TIRUPPUR,OECDPL,FG-PANTIES,1892,1588
FY 25-26,TAMIL NADU,TIRUPPUR,OECDPR,FG-PANTIES,2520,1994
FY 25-26,TAMIL NADU,TIRUPPUR,PRTI,FG-BRA,1042,1041
FY 25-26,TAMIL NADU,TIRUPPUR,REGU,FG-ARMPAD,179,159
FY 25-26,TAMIL NADU,TIRUPPUR,TB01,FG-BRA,35,25
FY 25-26,TAMIL NADU,TIRUPPUR,TEEN,FG-BRA,67,62
FY 25-26,TAMIL NADU,TIRUPPUR,TRND,FG-BRA,1316,1276
FY 25-26,TAMIL NADU,TIRUPPUR,UC02,FG-BRA,65,63
FY 25-26,TAMIL NADU,TIRUPPUR,UC07,FG-BRA,61,58
FY 25-26,TAMIL NADU,TIRUPPUR,UC09,FG-BRA,2659,2611
FY 25-26,TAMIL NADU,TIRUPPUR,UC11,FG-BRA,43,42
FY 25-26,TAMIL NADU,TIRUPPUR,VNH2,FG-BRA,192,0
FY 25-26,TAMIL NADU,TIRUVALLUR,3NSL,FG-SLIP,129,78
FY 25-26,TAMIL NADU,TIRUVALLUR,BB01,FG-BRA,337,334
FY 25-26,TAMIL NADU,TIRUVALLUR,BS01,FG-SHORTS,92,92
FY 25-26,TAMIL NADU,TIRUVALLUR,BUTI,FG-BRA,383,346
FY 25-26,TAMIL NADU,TIRUVALLUR,CA01,FG-BRA,2189,2142
FY 25-26,TAMIL NADU,TIRUVALLUR,CA05,FG-BRA,164,164
FY 25-26,TAMIL NADU,TIRUVALLUR,CA12,FG-BRA,1140,1123
FY 25-26,TAMIL NADU,TIRUVALLUR,CA15,FG-BRA,84,82
FY 25-26,TAMIL NADU,TIRUVALLUR,CB02,FG-BRA,4,2
FY 25-26,TAMIL NADU,TIRUVALLUR,CHRM,FG-BRA,45,45
FY 25-26,TAMIL NADU,TIRUVALLUR,CLSI,FG-BRA,256,250
FY 25-26,TAMIL NADU,TIRUVALLUR,CMFT,FG-BRA,150,150
FY 25-26,TAMIL NADU,TIRUVALLUR,CNDI,FG-BRA,2266,2245
FY 25-26,TAMIL NADU,TIRUVALLUR,CRSS,FG-BRA,5116,5067
FY 25-26,TAMIL NADU,TIRUVALLUR,CYLS,FG-SHORTS,112,100
FY 25-26,TAMIL NADU,TIRUVALLUR,DEFC,FG-BRA,79,76
FY 25-26,TAMIL NADU,TIRUVALLUR,DEFM,FG-BRA,1563,1398
FY 25-26,TAMIL NADU,TIRUVALLUR,DEFT,FG-BRA,1294,1172
FY 25-26,TAMIL NADU,TIRUVALLUR,EC05,FG-BRA,840,806
FY 25-26,TAMIL NADU,TIRUVALLUR,EC06,FG-BRA,443,438
FY 25-26,TAMIL NADU,TIRUVALLUR,EC07,FG-BRA,245,240
FY 25-26,TAMIL NADU,TIRUVALLUR,EFRT,FG-BRA,18,18
FY 25-26,TAMIL NADU,TIRUVALLUR,ER16,FG-BRA,216,154
FY 25-26,TAMIL NADU,TIRUVALLUR,ES02,FG-BRA,5698,4913
FY 25-26,TAMIL NADU,TIRUVALLUR,ES06,FG-BRA,5944,5944
